,name,structural_complexity,color_diversity
0,../../dataset/abstract-art/images/img00000000.png,0.46548795197104553,0.29102509118805003
1,../../dataset/abstract-art/images/img00000001.png,0.5174817370794393,-0.1126432395479828
2,../../dataset/abstract-art/images/img00000002.png,-1.6662572374731,-0.05397051705728036
3,../../dataset/abstract-art/images/img00000003.png,-0.7520331826505091,1.175809746347843
4,../../dataset/abstract-art/images/img00000004.png,-0.8213582294617009,-0.9493162622653997
5,../../dataset/abstract-art/images/img00000005.png,-0.6047174581767267,-0.788553002640875
6,../../dataset/abstract-art/images/img00000006.png,-0.8516879374415972,-0.9117657198713501
7,../../dataset/abstract-art/images/img00000007.png,-0.9773395847868822,-0.5386072048304825
8,../../dataset/abstract-art/images/img00000008.png,-0.9946708464896802,-0.8437053617821353
9,../../dataset/abstract-art/images/img00000009.png,-0.7823628906304055,-0.2663657724736232
10,../../dataset/abstract-art/images/img00000010.png,-0.284089116674965,0.19362837185348397
11,../../dataset/abstract-art/images/img00000011.png,-0.1324405767754831,-0.17131596203868524
12,../../dataset/abstract-art/images/img00000012.png,0.40049572058555327,0.37081999377540537
13,../../dataset/abstract-art/images/img00000013.png,-1.0813271550036698,-0.9704384423620526
14,../../dataset/abstract-art/images/img00000014.png,-1.8352370390753798,0.08567056247059146
15,../../dataset/abstract-art/images/img00000015.png,0.46548795197104553,-0.7134519178527758
16,../../dataset/abstract-art/images/img00000016.png,-0.8516879374415972,-0.45411848444387104
17,../../dataset/abstract-art/images/img00000017.png,-0.14110620762688206,-0.2581515913249249
18,../../dataset/abstract-art/images/img00000018.png,0.43082542856544964,0.14082292161185175
19,../../dataset/abstract-art/images/img00000019.png,0.34850193547715946,0.11383346926612864
20,../../dataset/abstract-art/images/img00000020.png,0.5781411530392321,0.647755243931521
21,../../dataset/abstract-art/images/img00000021.png,-0.15843746932968,0.018783658831190677
22,../../dataset/abstract-art/images/img00000022.png,1.3363838525366416,1.5912126215820162
23,../../dataset/abstract-art/images/img00000023.png,-0.652378427859421,-0.7157988267524039
24,../../dataset/abstract-art/images/img00000024.png,-0.5137283342370376,-0.3977926708527967
25,../../dataset/abstract-art/images/img00000025.png,-0.18876717730957637,-0.6008002906706271
26,../../dataset/abstract-art/images/img00000026.png,-0.7260362900963122,-0.5573824760275073
27,../../dataset/abstract-art/images/img00000027.png,1.2930556982796468,-0.07978651495318943
28,../../dataset/abstract-art/images/img00000028.png,-1.9435574247178669,-0.839011543982879
29,../../dataset/abstract-art/images/img00000029.png,1.8129935493635847,1.8446787827418507
30,../../dataset/abstract-art/images/img00000030.png,-0.29708756295206346,-0.9246737188193046
31,../../dataset/abstract-art/images/img00000031.png,-0.6220487198795247,-0.13845923744389188
32,../../dataset/abstract-art/images/img00000032.png,1.7046731637210977,0.8812726794445166
33,../../dataset/abstract-art/images/img00000033.png,-1.6705900528987996,-0.7721246403434783
34,../../dataset/abstract-art/images/img00000034.png,-1.172316278943359,-1.0654882527969904
35,../../dataset/abstract-art/images/img00000035.png,0.03653922482679673,-1.003295166956846
36,../../dataset/abstract-art/images/img00000036.png,0.7774506626214083,1.3952457284630702
37,../../dataset/abstract-art/images/img00000037.png,0.6084708610191285,-0.9540100800646558
38,../../dataset/abstract-art/images/img00000038.png,1.0244211418862788,2.8515027006823046
39,../../dataset/abstract-art/images/img00000039.png,-0.5137283342370376,-0.07157233380449109
40,../../dataset/abstract-art/images/img00000040.png,-0.36207979433755566,-0.525699205882528
41,../../dataset/abstract-art/images/img00000041.png,-1.1246553092606646,-0.6465650142133751
42,../../dataset/abstract-art/images/img00000042.png,-2.294515474199525,-0.9129391743211641
43,../../dataset/abstract-art/images/img00000043.png,1.1630712355086623,0.6489286983813349
44,../../dataset/abstract-art/images/img00000044.png,-0.10211086879558672,-0.5808515650237883
45,../../dataset/abstract-art/images/img00000045.png,1.206399389765657,-0.33442613056283804
46,../../dataset/abstract-art/images/img00000046.png,-1.0596630778751723,-1.0971715229419698
47,../../dataset/abstract-art/images/img00000047.png,0.07553456365809208,-0.9704384423620526
48,../../dataset/abstract-art/images/img00000048.png,-1.9955512098262607,-0.7146253723025899
49,../../dataset/abstract-art/images/img00000049.png,0.4524895056939471,1.2591250122846405
50,../../dataset/abstract-art/images/img00000050.png,0.5694755221878331,2.378600557407243
51,../../dataset/abstract-art/images/img00000051.png,1.457702684456227,0.2980658178869343
52,../../dataset/abstract-art/images/img00000052.png,1.2973885137053462,-0.028154519161371277
53,../../dataset/abstract-art/images/img00000053.png,-0.26242503954646756,-0.6406977419643048
54,../../dataset/abstract-art/images/img00000054.png,0.9290992025208902,-0.6606464676111437
55,../../dataset/abstract-art/images/img00000055.png,0.05820330195529414,-0.43299630434721814
56,../../dataset/abstract-art/images/img00000056.png,-0.8343566757387993,-0.6876359199568668
57,../../dataset/abstract-art/images/img00000057.png,0.7947819243242062,-0.8178893638862262
58,../../dataset/abstract-art/images/img00000058.png,1.2107322051913565,0.8366814103515827
59,../../dataset/abstract-art/images/img00000059.png,1.1847353126371596,-0.3191712227152554
60,../../dataset/abstract-art/images/img00000060.png,0.8467757094326,-0.9727853512616806
61,../../dataset/abstract-art/images/img00000061.png,-0.4314048411487474,1.7038642487641649
62,../../dataset/abstract-art/images/img00000062.png,1.3103869599824447,0.17250619175683107
63,../../dataset/abstract-art/images/img00000063.png,-0.006788929430198097,0.7885697779092068
